,url,Connecteur clavier,Matériaux,Webcam,Diagonale,Autofocus,Induction,Navigateur par défaut,Amovible,Compatible Flash Player,Bluetooth,Appareil photo,Boutique d'apps,Appel téléphonique,Fréquence,Capteur d'empreinte,4G,VGA,Couleur(s),USB,DisplayPort,Miracast,Puce graphique,Avec emplacement,Compatible,Verrou Kensington,Capteur de luminosité,Cellules,Haut-parleurs,Capacité W/h,Ethernet,Résistance aux chutes,Dalle,Applications,Prix public,Anti-rayures,Gyroscope,Béquille ajustable,Luminosité,Tactile,Lecteur de carte SD,Processeur,Accéléromètre,Résistance à la poussière,Système,64 bits,Béquille arrière,Infrarouge,Date,HDMI,Inclus,NFC,Qualité vidéo,Référence,GPS,Prise casque,Résolution,Angle de vue,Mémoire (RAM),Puce TPM,Capteur de proximité,Flash LED,Marque,Poids,DisplayPort Thunderbolt,Disque dur,Gamme,Airplay,Autonomie,3G,Résistance à l'eau,Interface constructeur,Wifi,PPI,Temps de charge,H x L x P,Magnétique,Widi,Optionnel,Capacité mAh,Anti-reflet,Lecteur de carte à puce (Smart Card),Firewire,Gravure,Puce graphique dédiée,Delta E,Lecteur d'empreintes digitales,Puce graphique intégrée,Connecteur pour dock,Port série,Taille,Pavé numérique,Flash Player,Contraste,Clavier rétroéclairé,Trackpoint,Système d'exploitation,Lecteur DVD,Emplacement,Cache,Dimensions,4G / LTE,Composition,Touchpad,Type de dalle,Navigateur,Wireless Display (Widi),PDT max.
product_5772a86e0a086d48438b4571,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-14-al010nf.html,,,1.3 MPxHP Wide Vision HD,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.3 à 2.8 GHz,,,Non,NoirGold,1 x USB 2.02 x USB 3.0,Non,Oui,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréoBang & Olufsen Play,41 W/h, 10 / 100 Mbps,Non,,HP LoungeHP CoolSenseHP 3D DriveGuardHP ePrintHP Recovery ManagerHP Support AssistantDropboxCyberLink PowerDirectorNetflixMcAfee LiveSafe (30 jours)Microsoft Office 365 (30 jours),"899,00€",Non,Non,,-,Non, SD / SDHC / SDXC,Intel Core i5-6200U,Non,Non,,Oui,,Non,28/06/2016,HDMI 1.4,ManuelAdaptateur secteur,Non,Non,Y0U97EA#ABF,Non,Oui,1920 x 1080 pixels,178°,6 Go - DDR4(2133 MHz),Oui,Non,Non,HP,1.7 kg,Non,256 Go (SSD),Skylake 2015 (x86),Non,10h00,Non,Non,Non,802.11 b/g/n,157 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Nvidia GeForce 940MX,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"14.0"" (35,56 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,3 Mo,338.6 x 224.3 x 19.5 mm,Non,Plastique,Oui,LCD - IPS,Microsoft Edge,Non,15 W
product_5772a89a0a086d48438b4572,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-14-al008nf.html,,,1.3 MPxHP Wide Vision HD,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.3 à 2.8 GHz,,,Non,NoirArgent,1 x USB 2.02 x USB 3.0,Non,Oui,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréoBang & Olufsen Play,41 W/h, 10 / 100 Mbps,Non,,HP LoungeHP CoolSenseHP 3D DriveGuardHP ePrintHP Recovery ManagerHP Support AssistantDropboxCyberLink PowerDirectorNetflixMcAfee LiveSafe (30 jours)Microsoft Office 365 (30 jours),"719,00€",Non,Non,,-,Non, SD / SDHC / SDXC,Intel Core i5-6200U,Non,Non,,Oui,,Non,28/06/2016,HDMI 1.4,ManuelAdaptateur secteur,Non,Non,Y0U95EA#ABF,Non,Oui,1366 x 768 pixels,-,4 Go - DDR4(2133 MHz),Oui,Non,Non,HP,1.58 kg,Non,1000 Go (5400 tr/min),Skylake 2015 (x86),Non,10h00,Non,Non,Non,802.11 b/g/n,112 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Nvidia GeForce 940M,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"14.0"" (35,56 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,3 Mo,338.6 x 224.3 x 19.5 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5772a9cd0a086dea438b4575,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-14-al002nf.html,,,1.3 MPxHP Wide Vision HD,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.5 à 3.1 GHz,,,Non,NoirArgent,1 x USB 2.02 x USB 3.0,Non,Oui,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréoBang & Olufsen Play,41 W/h, 10 / 100 Mbps,Non,,HP LoungeHP CoolSenseHP 3D DriveGuardHP ePrintHP Recovery ManagerHP Support AssistantDropboxCyberLink PowerDirectorNetflixMcAfee LiveSafe (30 jours)Microsoft Office 365 (30 jours),"849,00€",Non,Non,,-,Non, SD / SDHC / SDXC,Intel Core i7-6500U,Non,Non,,Oui,,Non,28/06/2016,HDMI 1.4,ManuelAdaptateur secteur,Non,Non,W6Z39EA#ABF,Non,Oui,1366 x 768 pixels,-,6 Go - DDR4(2133 MHz),Oui,Non,Non,HP,1.58 kg,Non,1000 Go (5400 tr/min),Skylake 2015 (x86),Non,10h00,Non,Non,Non,802.11 b/g/n,112 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Nvidia GeForce 940M,-,Non,Intel HD Graphics 520300 - 1050 MHz,Non,Non,"14.0"" (35,56 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,4 Mo,338.6 x 224.3 x 19.5 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5773b9e90a086de0058b4567,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-15-ab276nf.html,,,1.3 MPxHP TrueVision HD,,Non,Non,,Oui,,4.0,Non,Windows Store,,2 x 2.5 à 3.1 GHz,,,Non,Gris,1 x USB 2.02 x USB 3.0,Non,Oui,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoBang & Olufsen Play,41 W/h, 10 / 100 Mbps,Non,,HP Connected MusicHP Connected PhotoHP CoolSenseHP SimplePassHP ePrintAvast! SecureLine VPN (abonnement 1 mois)McAfee LiveSafe (version d'essai 30 jours)B&O; PLAYCyberLink Media SuiteCyberLink PowerBackupEvernoteFoxit PhantomPDF ExpressMahjongNetflixSkypeTripAdvisor7-Zip,"749,00€",Non,Non,,-,Non, SD / SDHC / SDXC / MMC,Intel Core i7-6500U,Oui,Non,,Oui,,Non,29/06/2016,HDMI 1.4,ManuelAdaptateur secteur,Non,Non,W4X80EA#ABF,Non,Oui,1920 x 1080 pixels,-,8 Go - DDR3L(1600 MHz),Oui,Non,Non,HP,2.29 kg,Non,1000 Go (5400 tr/min) + 8 Go (cache SSD),Skylake 2015 (x86),Non,5h30,Non,Non,Non,802.11 b/g/n,141 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce 940M,-,Non,Intel HD Graphics 520300 - 1050 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,350:1,Non,Non,Windows 10 Famille,Oui,Non,4 Mo,384.5 x 261.1 x 25.2 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5773bab80a086d1c098b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-eeebook-x206ha-fd0020ts.html,,,0.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,4 x 1.44 à 1.84 GHz,,,Non,Blanc,1 x USB 2.01 x USB 3.0,Non,Non,,,Non,Oui,Oui,2 cel.,Haut-parleurs stéréo (2W)SonicMaster Sound,38 W/h,Non,Non,,Microsoft Office 365 Personnel (abonnement d'un an),"229,00€",Non,Non,,200 cd/m²,Non,Micro  SD / SDHC / SDXC,Intel x5-Z8300,Non,Non,,Oui,,Non,29/06/2016,Micro HDMI 1.4,ManuelAdaptateur secteur,Non,Non,X206HA-FD0020TS,Non,Oui,1366 x 768 pixels,-,2 Go - DDR3L(1600 MHz),Non,Non,Non,Asus,980g,Non,32 Go (SSD),Cherry Trail 2015 (x86),Non,12h00,Non,Non,Non,802.11 b/g/n/ac,135 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics (Cherry Trail)200 - 500 MHz,Non,Non,"11.6"" (29,46 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,2 Mo,286 x 193.3 x 17.5 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,2 W
product_5773bfb60a086de1058b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-eeebook-x206ha-fd0018ts.html,,,0.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,4 x 1.44 à 1.84 GHz,,,Non,Bleu,1 x USB 2.01 x USB 3.0,Non,Non,,,Non,Oui,Oui,2 cel.,Haut-parleurs stéréo (2W)SonicMaster Sound,38 W/h,Non,Non,,Microsoft Office 365 Personnel (abonnement d'un an),"229,00€",Non,Non,,200 cd/m²,Non,Micro  SD / SDHC / SDXC,Intel x5-Z8300,Non,Non,,Oui,,Non,29/06/2016,Micro HDMI 1.4,ManuelAdaptateur secteur,Non,Non,X206HA-FD0018TS,Non,Oui,1366 x 768 pixels,-,2 Go - DDR3L(1600 MHz),Non,Non,Non,Asus,980g,Non,32 Go (SSD),Cherry Trail 2015 (x86),Non,12h00,Non,Non,Non,802.11 b/g/n/ac,135 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics (Cherry Trail)200 - 500 MHz,Non,Non,"11.6"" (29,46 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,2 Mo,286 x 193.3 x 17.5 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,2 W
product_5773c2150a086d1c098b4568,http://www.comparez-malin.fr/informatique/pc-portable/asus-eeebook-x206ha-fd0021ts.html,,,0.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,4 x 1.44 à 1.84 GHz,,,Non,Gold,1 x USB 2.01 x USB 3.0,Non,Non,,,Non,Oui,Oui,2 cel.,Haut-parleurs stéréo (2W)SonicMaster Sound,38 W/h,Non,Non,,Microsoft Office 365 Personnel (abonnement d'un an),"229,00€",Non,Non,,200 cd/m²,Non,Micro  SD / SDHC / SDXC,Intel x5-Z8300,Non,Non,,Oui,,Non,29/06/2016,Micro HDMI 1.4,ManuelAdaptateur secteur,Non,Non,X206HA-FD0021TS,Non,Oui,1366 x 768 pixels,-,2 Go - DDR3L(1600 MHz),Non,Non,Non,Asus,980g,Non,32 Go (SSD),Cherry Trail 2015 (x86),Non,12h00,Non,Non,Non,802.11 b/g/n/ac,135 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics (Cherry Trail)200 - 500 MHz,Non,Non,"11.6"" (29,46 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,2 Mo,286 x 193.3 x 17.5 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,2 W
product_5773c3730a086d1c098b4569,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-satellite-pro-a40-c-183.html,,,2.0 MPx,,Non,Non,,Oui,,4.0 (LE),Non,,,2 x 2.3 à 2.8 GHz,,,Oui,Noir,3 x USB 3.0 / Charging,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDTS,-, 100 / 1000 Mbps,Non,,McAfee LiveSafeMicrosoft Office 365 (1 mois)Toshiba Eco UtilityToshiba PC Health Monitor,"1 089,00€",Non,Non,,-,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6200U,Oui,Non,,Oui,,Non,29/06/2016,HDMI 1.4,Licence Windows 10 ProManuel d'utilisateur ToshibaChargeur secteur,Non,Non,PS461E-0JX00NFR,Non,Oui,1366 x 768 pixels,-,8 Go - DDR3L(1600 MHz),Oui,Non,Non,Toshiba,1.75 kg,Non,256 Go (SSD),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,112 ppp,-,,Non,,-,4500 mAh,Oui,Oui,Non,14 nm,Non,-,Oui,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"14.0"" (35,56 cm)",Non,Oui,-,Non,Non,Windows 7 Professionnel,Oui,Non,3 Mo,340.1 x 244.1 x 23.8 mm,Non,Plastique,Oui,LCD - TN,Internet Explorer,Oui,15 W
product_5773c5b30a086de1058b456b,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-satellite-pro-a40-c-143.html,,,2.0 MPx,,Non,Non,,Oui,,4.0 (LE),Non,,,2 x 2.3 à 2.8 GHz,,,Oui,Noir,3 x USB 3.0 / Charging,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDTS,-, 100 / 1000 Mbps,Non,,McAfee LiveSafeMicrosoft Office 365 (1 mois)Toshiba Eco UtilityToshiba PC Health Monitor,"949,00€",Non,Non,,220 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6200U,Oui,Non,,Oui,,Non,29/06/2016,HDMI 1.4,Licence Windows 10 ProManuel d'utilisateur ToshibaChargeur secteur,Non,Non,PS461E-03D00NFR,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Oui,Non,Non,Toshiba,1.75 kg,Non,500 Go (7200 tr/min),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,112 ppp,-,,Non,,-,4500 mAh,Oui,Oui,Non,14 nm,Non,-,Oui,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"14.0"" (35,56 cm)",Non,Oui,-,Non,Non,Windows 7 Professionnel,Oui,Non,3 Mo,340.1 x 244.1 x 23.8 mm,Non,Plastique,Oui,LCD - TN,Internet Explorer,Oui,15 W
product_5773d3b80a086d1c098b456b,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z20t-c-11m.html,Oui,Magnésium,2.0  MPx,"12.5"" (31,75  cm)",Oui,Non,Microsoft Edge,Non,Oui,4.0  (LE),5.0  MPx,Windows Store,Non,2  x  1.1  à  2.7  GHz  (x86),Non,Oui,Non,Noir,1 x USB 3.1 Type-C (Gen 1),Non,Non,Intel HD Graphics 515300 - 900  MHz,Non,Oui,Non,Oui,3  cel.,Haut-parleurs stéréoDTS,36  W/h,Non,Non,LCD - IPS,McAfee LiveSafeMicrosoft Office 365 (1 mois d'essai)Toshiba Eco UtilityToshiba PC Health Monitor,"1 549,00€",Non,Oui,Non,-,10  points,Micro   SD  /  SDHC,Intel Core m5-6Y54,Oui,Non,Windows  10 Pro,Oui,Non,Non,29/06/2016,Micro HDMI  1.4,StyletDock-clavierChargeur secteur,Non,Full HD (1080p),PT16AE-00L008FR,Oui,Oui,1920 x 1080  pixels,178°,4  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Toshiba,730g,Non,256  Go  (SSD),Skylake  (x86),Non,9h30,Non,Non,Non,802.11 b/g/n/ac,176  ppp,-,199.9  x  309  x  8.8  mm,Non,Oui,-,-,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5773d86e0a086de1058b456c,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z20t-c-11g.html,Oui,Magnésium,2.0  MPx,"12.5"" (31,75  cm)",Oui,Non,Microsoft Edge,Non,Oui,4.0  (LE),5.0  MPx,Windows Store,Non,2  x  1.1  à  2.7  GHz  (x86),Non,Oui,Non,Noir,1 x USB 3.1 Type-C (Gen 1),Non,Non,Intel HD Graphics 515300 - 900  MHz,Non,Oui,Non,Oui,3  cel.,Haut-parleurs stéréoDTS,36  W/h,Non,Non,LCD - IPS,McAfee LiveSafeMicrosoft Office 365 (1 mois d'essai)Toshiba Eco UtilityToshiba PC Health Monitor,"1 619,00€",Non,Oui,Non,-,10  points,Micro   SD  /  SDHC,Intel Core m5-6Y54,Oui,Non,Windows  10 Pro,Oui,Non,Non,29/06/2016,Micro HDMI  1.4,StyletDock-clavierChargeur secteur,Non,Full HD (1080p),PT16AE-00H008FR,Oui,Oui,1920 x 1080  pixels,178°,8  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Toshiba,730g,Non,256  Go  (SSD),Skylake  (x86),Non,9h30,Non,Non,Non,802.11 b/g/n/ac,176  ppp,-,199.9  x  309  x  8.8  mm,Non,Oui,-,-,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5773d9130a086de1058b456d,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z20t-c-11k.html,Oui,Magnésium,2.0  MPx,"12.5"" (31,75  cm)",Oui,Non,Microsoft Edge,Non,Oui,4.0  (LE),5.0  MPx,Windows Store,Non,2  x  1.1  à  2.7  GHz  (x86),Non,Non,Non,Noir,1 x USB 3.1 Type-C (Gen 1),Non,Non,Intel HD Graphics 515300 - 900  MHz,Non,Oui,Non,Oui,3  cel.,Haut-parleurs stéréoDTS,36  W/h,Non,Non,LCD - IPS,McAfee LiveSafeMicrosoft Office 365 (1 mois d'essai)Toshiba Eco UtilityToshiba PC Health Monitor,"1 330,00€",Non,Oui,Non,-,10  points,Micro   SD  /  SDHC,Intel Core m5-6Y54,Oui,Non,Windows  10 Pro,Oui,Non,Non,29/06/2016,Micro HDMI  1.4,StyletDock-clavierChargeur secteur,Non,Full HD (1080p),PT16AE-00J008FR,Non,Oui,1920 x 1080  pixels,178°,4  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Toshiba,699g,Non,128  Go  (SSD),Skylake  (x86),Non,9h30,Non,Non,Non,802.11 b/g/n/ac,176  ppp,-,199.9  x  309  x  8.8  mm,Non,Oui,-,-,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5773d99a0a086d1c098b456c,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z20t-c-121.html,Oui,Magnésium,2.0  MPx,"12.5"" (31,75  cm)",Oui,Non,Microsoft Edge,Non,Oui,4.0  (LE),5.0  MPx,Windows Store,Non,2  x  1.2  à  3.1  GHz  (x86),Non,Oui,Non,Noir,1 x USB 3.1 Type-C (Gen 1),Non,Non,Intel HD Graphics 515300 - 1000  MHz,Non,Oui,Non,Oui,3  cel.,Haut-parleurs stéréoDTS,36  W/h,Non,Non,LCD - IPS,McAfee LiveSafeMicrosoft Office 365 (1 mois d'essai)Toshiba Eco UtilityToshiba PC Health Monitor,"2 109,00€",Non,Oui,Non,-,10  points,Micro   SD  /  SDHC,Intel Core m7-6Y75,Oui,Non,Windows  10 Pro,Oui,Non,Non,29/06/2016,Micro HDMI  1.4,StyletDock-clavierChargeur secteur,Non,Full HD (1080p),PT16BE-00W007FR,Oui,Oui,1920 x 1080  pixels,178°,16  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Toshiba,730g,Non,512  Go  (SSD),Skylake  (x86),Non,9h30,Non,Non,Non,802.11 b/g/n/ac,176  ppp,-,199.9  x  309  x  8.8  mm,Non,Oui,-,-,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5773da0f0a086de1058b456e,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z20t-c-11c.html,Oui,Magnésium,2.0  MPx,"12.5"" (31,75  cm)",Oui,Non,Microsoft Edge,Non,Oui,4.0  (LE),5.0  MPx,Windows Store,Non,2  x  1.2  à  3.1  GHz  (x86),Non,Oui,Non,Noir,1 x USB 3.1 Type-C (Gen 1),Non,Non,Intel HD Graphics 515300 - 1000  MHz,Non,Oui,Non,Oui,3  cel.,Haut-parleurs stéréoDTS,36  W/h,Non,Non,LCD - IPS,McAfee LiveSafeMicrosoft Office 365 (1 mois d'essai)Toshiba Eco UtilityToshiba PC Health Monitor,"1 779,00€",Non,Oui,Non,-,10  points,Micro   SD  /  SDHC,Intel Core m7-6Y75,Oui,Non,Windows  10 Pro,Oui,Non,Non,29/06/2016,Micro HDMI  1.4,StyletDock-clavierChargeur secteur,Non,Full HD (1080p),PT16BE-007007FR,Oui,Oui,1920 x 1080  pixels,178°,8  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Toshiba,730g,Non,256  Go  (SSD),Skylake  (x86),Non,9h30,Non,Non,Non,802.11 b/g/n/ac,176  ppp,-,199.9  x  309  x  8.8  mm,Non,Oui,-,-,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5773da680a086d1c098b456d,http://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-flip-tp301ua-dw126r.html,,,0.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.3 GHz,,,Non,Noir,1 x USB 2.02 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréoSonicMaster Sound,55 W/h,Non,Non,,Asus WebStorage,"749,00€",Non,Non,,200 cd/m²,10 points, SD / SDHC / SDXC,Intel Core i3-6100U,Oui,Non,,Oui,,Non,30/06/2016,HDMI 1.4,ManuelAdaptateur secteurAdaptateur HDMI vers VGA,Non,Non,TP301UA-DW126R,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Asus,1.75 kg,Non,500 Go (5400 tr/min),Skylake 2015 (x86),Non,10h00,Non,Non,Non,802.11 b/g/n/ac,118 ppp,-,,Non,,-,4430 mAh,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,-,Non,Non,Windows 10 Pro,Non,Non,3 Mo,323 x 227 x 19.9 mm,Non,Aluminium,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5773dc690a086d1c098b456e,http://www.comparez-malin.fr/informatique/pc-portable/asus-r556lj-xo827t.html,,,0.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 1.7 GHz,,,Oui,NoirArgent,1 x USB 2.02 x USB 3.0 / Charging,Non,Non,,,Non,Oui,Oui,2 cel.,Haut-parleurs stéréo (2W)SonicMaster Sound,37 W/h, 100 / 1000 Mbps,Non,,ASUS AI RecoveryASUS Live UpdateASUS Smart GestureASUS SplendidASUS GiftBoxASUS WebStorageMicrosoft Office 365 (1 mois d'essai)McAfee Internet Security (version d'essai)NetflixDropbox 25 GoEvernoteUSB Charger+,"649,00€",Non,Non,,200 cd/m²,Non, SD / SDHC / SDXC,Intel Core i3-4005U,Non,Non,,Oui,,Non,29/06/2016,HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non,R556LJ-XO827T,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Asus,2.3 kg,Non,1000 Go (5400 tr/min)128 Go (SSD),Haswell 2013 (x86),Non,4h00,Non,Non,Non,802.11 b/g/n,100 ppp,-,,Non,,-,-,Oui,Non,Non,22 nm,Nvidia GeForce 920M,-,Non,Intel HD Graphics 4400200 - 950 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Non,Non,3 Mo,382 x 256 x 25.8 mm,Non,Aluminium,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5773dea00a086de1058b456f,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-tecra-z50-c-113.html,,,2.0 MPx,,Non,Non,,Non,,4.1,Non,,,2 x 2.3 à 2.8 GHz,,,Oui,Gris,4 x USB 3.0 / Charging,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDTS,44 W/h, 100 / 1000 Mbps,Non,,McAfee Internet Security (un mois d'essai)Microsoft Office 365 (un mois d'essai)Toshiba Eco UtilityToshiba PC Health Monitor,"1 349,00€",Non,Non,,300 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6200U,Non,Non,,Oui,,Non,29/06/2016,HDMI 1.4,Licence Windows 10 ProManuel d'utilisateurChargeur secteur,Non,Non,PT571E-01K001FR,Oui,Oui,1920 x 1080 pixels,178°,8 Go - DDR3L(1600 MHz),Oui,Non,Non,Toshiba,2 kg,Non,500 Go (7200 tr/min),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,-,Oui,Oui,Non,14 nm,Non,-,Oui,Intel HD Graphics 520300 - 1000 MHz,Oui,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Oui,Oui,Windows 7 Professionnel,Oui,Non,3 Mo,379 x 258 x 23.25 mm,Oui,Plastique,Oui,LCD - IPS,Internet Explorer,Oui,15 W
product_577431cf0a086de0058b4569,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-tecra-z50-c-11j.html,,,2.0 MPx,,Non,Non,,Non,,4.1,Non,,,2 x 2.5 à 3.1 GHz,,,Oui,Gris,4 x USB 3.0 / Charging,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDTS,44 W/h, 100 / 1000 Mbps,Non,,McAfee Internet Security (un mois d'essai)Microsoft Office 365 (un mois d'essai)Toshiba Eco UtilityToshiba PC Health Monitor,"2 089,00€",Non,Non,,300 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i7-6500U,Non,Non,,Oui,,Non,29/06/2016,HDMI 1.4,Licence Windows 10 ProManuel d'utilisateurChargeur secteur,Non,Non,PT571E-01V001FR,Oui,Oui,1920 x 1080 pixels,178°,8 Go - DDR3L(1600 MHz),Oui,Non,Non,Toshiba,2 kg,Non,256 Go (SSD),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,-,Oui,Oui,Non,14 nm,Non,-,Oui,Intel HD Graphics 520300 - 1050 MHz,Oui,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Oui,Oui,Windows 7 Professionnel,Oui,Non,4 Mo,379 x 258 x 23.25 mm,Oui,Plastique,Oui,LCD - IPS,Internet Explorer,Oui,15 W
product_577432400a086de0058b456a,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-tecra-z50-c-10q.html,,,2.0 MPx,,Non,Non,,Non,,4.1,Non,,,2 x 2.3 à 2.8 GHz,,,Oui,Gris,4 x USB 3.0 / Charging,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDTS,44 W/h, 100 / 1000 Mbps,Non,,McAfee Internet Security (un mois d'essai)Microsoft Office 365 (un mois d'essai)Toshiba Eco UtilityToshiba PC Health Monitor,"1 349,00€",Non,Non,,300 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6200U,Non,Non,,Oui,,Non,29/06/2016,HDMI 1.4,Licence Windows 10 ProManuel d'utilisateurChargeur secteur,Non,Non,PT571E-01G001FR,Non,Oui,1920 x 1080 pixels,178°,4 Go - DDR3L(1600 MHz),Oui,Non,Non,Toshiba,2 kg,Non,500 Go (7200 tr/min),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,-,Oui,Oui,Non,14 nm,Non,-,Oui,Intel HD Graphics 520300 - 1000 MHz,Oui,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Oui,Oui,Windows 7 Professionnel,Oui,Non,3 Mo,379 x 258 x 23.25 mm,Non,Plastique,Oui,LCD - IPS,Internet Explorer,Oui,15 W
