,url,Poids,Puce TPM,Emplacement,Wifi,Marque,Bluetooth,Mémoire (RAM),Contraste,Webcam,Résistance à la poussière,Angle de vue,Compatible,Qualité vidéo,PPI,Gyroscope,3G,Connecteur pour dock,NFC,Navigateur,Trackpoint,Gravure,Miracast,Tactile,DisplayPort,VGA,Flash LED,Induction,DisplayPort Thunderbolt,Type de dalle,Processeur,Lecteur d'empreintes digitales,Lecteur de carte à puce (Smart Card),Anti-reflet,Fréquence,Dimensions,Luminosité,Gamme,PDT max.,Delta E,Airplay,Port série,Puce graphique dédiée,Capacité W/h,Prise casque,Système d'exploitation,Accéléromètre,Boutique d'apps,Cellules,Composition,Inclus,Autonomie,Firewire,4G / LTE,Cache,Lecteur de carte SD,Infrarouge,Anti-rayures,Magnétique,Capteur de proximité,Haut-parleurs,Ethernet,Interface constructeur,Capacité mAh,Temps de charge,Verrou Kensington,Flash Player,USB,HDMI,Autofocus,Wireless Display (Widi),Amovible,Lecteur DVD,Puce graphique intégrée,prix,Applications,Taille,Appareil photo,Couleur(s),Pavé numérique,64 bits,Résistance aux chutes,Optionnel,Disque dur,Résistance à l'eau,Résolution,Prix public,GPS,Date,Touchpad,Capteur de luminosité,Clavier rétroéclairé,Référence
product_57728fe70a086d48438b4570,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-e5-574tg-5576.html,2.4 kg,Non,Non,802.11 b/g/n,Acer,4.0  (HS),8 Go - DDR3L(1600 MHz),381:1,1.3 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Non,Non,Non,2 x 2.3 à 2.8 GHz,382 x 256 x 25 - 30 mm,200 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940M,37 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Chargeur secteur,5h00,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDolby Home Theater v4,100 / 1000 Mbps,Non,2520 mAh,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 520300 - 1000 MHz,,Acer Explorer Acer Power Management Acer Update Acer Identity Card Acer Recovery Management Acer Cloud Acer Games Acer ScreenGrasp Acer Scrapboard McAfee Internet Security Suite Microsoft Office 2013 version d'évaluation Skype MyWinLocker,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"719,00€",Non,28/06/2016,Oui,Oui,Non,E5-574TG-5576
product_577290720a086de7438b4570,http://www.comparez-malin.fr/informatique/pc-portable/acer-predator-17-g9-791-79wj.html,3.95 kg,Non,Non,802.11 b/g/n/ac,Acer,4.1,16 Go - DDR4(2133 MHz),-,1.3 MPx,Non,178°,Non,Non,127 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Oui,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,423 x 321.5 x 39.7 mm,360 cd/m²,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 980M,88 W/h,Oui,Windows 10 Famille,Non,Windows Store,8 cel.,Plastique,Manuel Chargeur secteur,5h30,Non,Non,6 Mo,SD / SDHC,Non,Non,Non,Non,Haut-parleurs stéréo (12W)Dolby Audio Premium,100 / 1000 Mbps,Non,6000 mAh,-,Oui,Oui,4 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Thunderbolt,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 530350 - 1050 MHz,"1 859,90 €",Acer Cloud Acer Backup Manager Acer ePower Management Acer Recovery Management Microsoft Office 2013 McAfee Internet Security Suite Trial,"17.3"" (43,94 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD)128 Go (SSD),Non,1920 x 1080 pixels,"2 119,00€",Non,28/06/2016,Oui,Oui,Oui,NX.Q02EF.014
product_577291390a086de7438b4571,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-vn7-592g-5634.html,2.4 kg,Non,Non,802.11 b/g/n/ac,Acer,4.0  (HS),8 Go - DDR4(2133 MHz),-,1.3 MPx,Non,178°,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i5-6300HQ,Non,Non,Oui,4 x 2.3 à 3.2 GHz,390 x 262.8 x 22.9 mm,300 cd/m²,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 960M,52.5 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Manuel Chargeur secteur,6h00,Non,Non,6 Mo,SD / SDHC,Non,Non,Non,Non,Haut-parleurs x 4Dolby Home Theater v4,100 / 1000 Mbps,Non,4605 mAh,-,Oui,Oui,1 x USB 2.02 x USB 3.0 / Charging1 x USB 3.1 Type-C,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 950 MHz,"1 099,99 €",Acer Cloud Acer Backup Manager Acer ePower Management Acer Recovery Management Microsoft Office 365 (un mois d'essai) McAfee Internet Security Suite Trial,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1920 x 1080 pixels,"1 099,00€",Non,28/06/2016,Oui,Oui,Oui,VN7-592G-5634
product_577291e20a086de7438b4572,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-a30-c-13d.html,1.5 kg,Oui,Non,802.11 b/g/n/ac,Toshiba,4.0  (LE),8 Go - DDR3L(1600 MHz),-,2.0 MPx,Non,-,Non,Non,118 ppp,Non,Non,Non,Non,Internet Explorer,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Oui,Oui,Oui,2 x 2.3 à 2.8 GHz,316 x 229 x 18 - 22.4 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Non,-,Oui,Windows 7 Professionnel,Non,,4 cel.,Magnésium,DVD Windows 10 Pro Manuel d'utilisateur Toshiba Chargeur secteur,13h00,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.0 / Charging,HDMI 1.4,Non,Oui,Non,Oui,Intel HD Graphics 520300 - 1000 MHz,,McAfee LiveSafe Microsoft Office 365 (1 mois) Toshiba Eco Utility Toshiba PC Health Monitor,"13.3"" (33,78 cm)",Non,Noir,Non,Oui,Non,-,256 Go (SSD),Non,1366 x 768 pixels,"1 419,00€",Non,28/06/2016,Oui,Oui,Non,A30-C-13D
product_577294b00a086de7438b4574,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z30-c-12k.html,1.2 kg,Oui,Non,802.11 b/g/n/ac,Toshiba,4.0  (LE),8 Go - DDR3L(1600 MHz),-,2.0 MPx,Non,-,Non,Non,118 ppp,Non,Oui,Non,Non,Internet Explorer,Oui,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Oui,Oui,Oui,2 x 2.3 à 2.8 GHz,316 x 227 x 13.9 - 17.9 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Non,52 W/h,Oui,Windows 7 Professionnel,Non,,4 cel.,AluminiumMagnésium,Licence Windows 10 Pro Manuel d'utilisateur Toshiba Chargeur secteur,14h00,Non,Oui,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.0 / Charging,HDMI 1.4,Non,Oui,Non,Non,Intel HD Graphics 520300 - 1000 MHz,"1 198,80 €",DTS Studio Sound McAfee Internet Security Toshiba Eco Utility Toshiba PC Health Monitor Toshiba Device Access Toshiba Security Assist Advanced Encryption (TPM) Computrace enabled BIOS SmartCard Reader Fingerprint Reader-Single Sign On Microsoft Office 2010 starter Skype,"13.3"" (33,78 cm)",Non,Gris,Non,Oui,Non,-,128 Go (SSD),Non,1366 x 768 pixels,"1 599,00€",Oui,28/06/2016,Oui,Oui,Oui,PT263E-02E004FR
product_577295540a086dea438b456f,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z30-c-12z.html,1.2 kg,Oui,Non,802.11 b/g/n/ac,Toshiba,4.0  (LE),8 Go - DDR3L(1600 MHz),-,2.0 MPx,Non,-,Non,Non,166 ppp,Non,Oui,Non,Non,Internet Explorer,Oui,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i7-6500U,Oui,Oui,Oui,2 x 2.5 à 3.1 GHz,316 x 227 x 13.9 - 17.9 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Non,52 W/h,Oui,Windows 7 Professionnel,Non,,4 cel.,AluminiumMagnésium,Licence Windows 10 Pro Manuel d'utilisateur Toshiba Chargeur secteur,11h00,Non,Oui,4 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.0 / Charging,HDMI 1.4,Non,Oui,Non,Non,Intel HD Graphics 520300 - 1050 MHz,,DTS Studio Sound McAfee Internet Security Toshiba Eco Utility Toshiba PC Health Monitor Toshiba Device Access Toshiba Security Assist Advanced Encryption (TPM) Computrace enabled BIOS SmartCard Reader Fingerprint Reader-Single Sign On Microsoft Office 2010 starter Skype,"13.3"" (33,78 cm)",Non,Gris,Non,Oui,Non,-,256 Go (SSD),Non,1920 x 1080 pixels,"2 099,00€",Oui,28/06/2016,Oui,Oui,Oui,PT263E-02P004FR
product_577296f30a086dea438b4570,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z30-c-127.html,1.36 kg,Oui,Non,802.11 b/g/n/ac,Toshiba,4.0  (LE),8 Go - DDR3L(1600 MHz),-,2.0 MPx,Non,-,Non,Non,166 ppp,Non,Oui,Non,Non,Internet Explorer,Oui,14 nm,Non,10 points,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Oui,Oui,Oui,2 x 2.3 à 2.8 GHz,316 x 227 x 15.9 - 19.9 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Non,52 W/h,Oui,Windows 7 Professionnel,Non,,4 cel.,AluminiumMagnésium,Licence Windows 10 Pro Manuel d'utilisateur Toshiba Chargeur secteur,14h00,Non,Oui,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.0 / Charging,HDMI 1.4,Non,Oui,Non,Non,Intel HD Graphics 520300 - 1000 MHz,"1 510,80 €",DTS Studio Sound McAfee Internet Security Toshiba Eco Utility Toshiba PC Health Monitor Toshiba Device Access Toshiba Security Assist Advanced Encryption (TPM) Computrace enabled BIOS SmartCard Reader Fingerprint Reader-Single Sign On Microsoft Office 2010 starter Skype,"13.3"" (33,78 cm)",Non,Gris,Non,Oui,Non,-,256 Go (SSD),Non,1920 x 1080 pixels,"2 119,00€",Oui,28/06/2016,Oui,Oui,Oui,PT263E-0JS004FR
product_57729a060a086dea438b4572,http://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-flip-tp501ub-dn053t.html,2.2 kg,Non,Non,802.11 b/g/n/ac,Asus,4.0,8 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Non,Non,Non,2 x 2.3 à 2.8 GHz,377 x 253 x 22.5 mm,200 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940M,38 W/h,Oui,Windows 10 Famille,Oui,Windows Store,2 cel.,Métal,Manuel Adaptateur secteur,6h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (1.6W)SonicMaster Sound,100 / 1000 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.01 x USB 3.1 Type-C (Gen 1),HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 520300 - 1000 MHz,,-,"15.6"" (39,62 cm)",Non,GrisMarron,Oui,Oui,Non,-,1000 Go (5400 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"899,00€",Non,28/06/2016,Oui,Oui,Non,TP501UB-DN053T
product_57729d080a086dea438b4573,http://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-flip-tp501ub-dn060t.html,2.2 kg,Non,Non,802.11 b/g/n/ac,Asus,4.0,8 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - TN,Intel Core i7-6500U,Non,Non,Non,2 x 2.5 à 3.1 GHz,377 x 253 x 22.5 mm,200 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940M,38 W/h,Oui,Windows 10 Famille,Oui,Windows Store,2 cel.,Métal,Manuel Adaptateur secteur,6h00,Non,Non,4 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (1.6W)SonicMaster Sound,100 / 1000 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.01 x USB 3.1 Type-C (Gen 1),HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 520300 - 1050 MHz,,-,"15.6"" (39,62 cm)",Non,GrisMarron,Oui,Oui,Non,-,1000 Go (5400 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"1 099,00€",Non,28/06/2016,Oui,Oui,Non,TP501UB-DN060T
product_5772a6bf0a086dea438b4574,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-14-al009nf.html,1.58 kg,Oui,Non,802.11 b/g/n,HP,4.0,4 Go - DDR4(2133 MHz),-,1.3 MPxHP Wide Vision HD,Non,-,Non,Non,112 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Non,Non,Non,2 x 2.3 à 2.8 GHz,338.6 x 224.3 x 19.5 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940M,41 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Manuel Adaptateur secteur,10h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen Play,10 / 100 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 520300 - 1000 MHz,,HP Lounge HP CoolSense HP 3D DriveGuard HP ePrint HP Recovery Manager HP Support Assistant Dropbox CyberLink PowerDirector Netflix McAfee LiveSafe (30 jours) Microsoft Office 365 (30 jours),"14.0"" (35,56 cm)",Non,NoirGold,Non,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"719,00€",Non,11/08/2016,Oui,Oui,Non,Y0U96EA#ABF
product_5772a86e0a086d48438b4571,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-14-al010nf.html,1.7 kg,Oui,Non,802.11 b/g/n,HP,4.0,6 Go - DDR4(2133 MHz),-,1.3 MPxHP Wide Vision HD,Non,178°,Non,Non,157 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i5-6200U,Non,Non,Non,2 x 2.3 à 2.8 GHz,338.6 x 224.3 x 19.5 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940MX,41 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Manuel Adaptateur secteur,10h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen Play,10 / 100 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 520300 - 1000 MHz,,HP Lounge HP CoolSense HP 3D DriveGuard HP ePrint HP Recovery Manager HP Support Assistant Dropbox CyberLink PowerDirector Netflix McAfee LiveSafe (30 jours) Microsoft Office 365 (30 jours),"14.0"" (35,56 cm)",Non,NoirGold,Non,Oui,Non,-,256 Go (SSD),Non,1920 x 1080 pixels,"899,00€",Non,28/06/2016,Oui,Oui,Non,Y0U97EA#ABF
product_5772a89a0a086d48438b4572,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-14-al008nf.html,1.58 kg,Oui,Non,802.11 b/g/n,HP,4.0,4 Go - DDR4(2133 MHz),-,1.3 MPxHP Wide Vision HD,Non,-,Non,Non,112 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Non,Non,Non,2 x 2.3 à 2.8 GHz,338.6 x 224.3 x 19.5 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940M,41 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Manuel Adaptateur secteur,10h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen Play,10 / 100 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 520300 - 1000 MHz,"569,99 €",HP Lounge HP CoolSense HP 3D DriveGuard HP ePrint HP Recovery Manager HP Support Assistant Dropbox CyberLink PowerDirector Netflix McAfee LiveSafe (30 jours) Microsoft Office 365 (30 jours),"14.0"" (35,56 cm)",Non,NoirArgent,Non,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"719,00€",Non,28/06/2016,Oui,Oui,Non,Y0U95EA#ABF
product_5772a9cd0a086dea438b4575,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-14-al002nf.html,1.58 kg,Oui,Non,802.11 b/g/n,HP,4.0,6 Go - DDR4(2133 MHz),-,1.3 MPxHP Wide Vision HD,Non,-,Non,Non,112 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Core i7-6500U,Non,Non,Non,2 x 2.5 à 3.1 GHz,338.6 x 224.3 x 19.5 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940M,41 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Manuel Adaptateur secteur,10h00,Non,Non,4 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen Play,10 / 100 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 520300 - 1050 MHz,"753,62 €",HP Lounge HP CoolSense HP 3D DriveGuard HP ePrint HP Recovery Manager HP Support Assistant Dropbox CyberLink PowerDirector Netflix McAfee LiveSafe (30 jours) Microsoft Office 365 (30 jours),"14.0"" (35,56 cm)",Non,NoirArgent,Non,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"849,00€",Non,28/06/2016,Oui,Oui,Non,W6Z39EA#ABF
product_5773b9e90a086de0058b4567,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-15-ab276nf.html,2.29 kg,Oui,Non,802.11 b/g/n,HP,4.0,8 Go - DDR3L(1600 MHz),350:1,1.3 MPxHP TrueVision HD,Non,-,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Core i7-6500U,Non,Non,Oui,2 x 2.5 à 3.1 GHz,384.5 x 261.1 x 25.2 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940M,41 W/h,Oui,Windows 10 Famille,Oui,Windows Store,4 cel.,Plastique,Manuel Adaptateur secteur,5h30,Non,Non,4 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen Play,10 / 100 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 520300 - 1050 MHz,,HP Connected Music HP Connected Photo HP CoolSense HP SimplePass HP ePrint Avast! SecureLine VPN (abonnement 1 mois) McAfee LiveSafe (version d'essai 30 jours) B&O; PLAY CyberLink Media Suite CyberLink PowerBackup Evernote Foxit PhantomPDF Express Mahjong Netflix Skype TripAdvisor 7-Zip,"15.6"" (39,62 cm)",Non,Gris,Oui,Oui,Non,-,1000 Go (5400 tr/min) + 8 Go (cache SSD),Non,1920 x 1080 pixels,"749,00€",Non,29/06/2016,Oui,Oui,Non,W4X80EA#ABF
product_5773bab80a086d1c098b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-eeebook-x206ha-fd0020ts.html,980g,Non,Non,802.11 b/g/n/ac,Asus,4.1,2 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,135 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - TN,Intel x5-Z8300,Non,Non,Non,4 x 1.44 à 1.84 GHz,286 x 193.3 x 17.5 mm,200 cd/m²,Cherry Trail 2015 (x86),2 W,-,Non,Non,Non,38 W/h,Oui,Windows 10 Famille,Non,Windows Store,2 cel.,Plastique,Manuel Adaptateur secteur,12h00,Non,Non,2 Mo,Micro  SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,Non,Non,-,-,Oui,Oui,1 x USB 2.01 x USB 3.0,Micro HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics (Cherry Trail)200 - 500 MHz,"219,99 €",Microsoft Office 365 Personnel (abonnement d'un an),"11.6"" (29,46 cm)",Non,Blanc,Non,Oui,Non,-,32 Go (SSD),Non,1366 x 768 pixels,"229,00€",Non,29/06/2016,Oui,Oui,Non,X206HA-FD0020TS
product_5773bfb60a086de1058b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-eeebook-x206ha-fd0018ts.html,980g,Non,Non,802.11 b/g/n/ac,Asus,4.1,2 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,135 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - TN,Intel x5-Z8300,Non,Non,Non,4 x 1.44 à 1.84 GHz,286 x 193.3 x 17.5 mm,200 cd/m²,Cherry Trail 2015 (x86),2 W,-,Non,Non,Non,38 W/h,Oui,Windows 10 Famille,Non,Windows Store,2 cel.,Plastique,Manuel Adaptateur secteur,12h00,Non,Non,2 Mo,Micro  SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,Non,Non,-,-,Oui,Oui,1 x USB 2.01 x USB 3.0,Micro HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics (Cherry Trail)200 - 500 MHz,"239,95 €",Microsoft Office 365 Personnel (abonnement d'un an),"11.6"" (29,46 cm)",Non,Bleu,Non,Oui,Non,-,32 Go (SSD),Non,1366 x 768 pixels,"229,00€",Non,29/06/2016,Oui,Oui,Non,X206HA-FD0018TS
product_5773c2150a086d1c098b4568,http://www.comparez-malin.fr/informatique/pc-portable/asus-eeebook-x206ha-fd0021ts.html,980g,Non,Non,802.11 b/g/n/ac,Asus,4.1,2 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,135 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - TN,Intel x5-Z8300,Non,Non,Non,4 x 1.44 à 1.84 GHz,286 x 193.3 x 17.5 mm,200 cd/m²,Cherry Trail 2015 (x86),2 W,-,Non,Non,Non,38 W/h,Oui,Windows 10 Famille,Non,Windows Store,2 cel.,Plastique,Manuel Adaptateur secteur,12h00,Non,Non,2 Mo,Micro  SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,Non,Non,-,-,Oui,Oui,1 x USB 2.01 x USB 3.0,Micro HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics (Cherry Trail)200 - 500 MHz,,Microsoft Office 365 Personnel (abonnement d'un an),"11.6"" (29,46 cm)",Non,Gold,Non,Oui,Non,-,32 Go (SSD),Non,1366 x 768 pixels,"229,00€",Non,29/06/2016,Oui,Oui,Non,X206HA-FD0021TS
product_5773c3730a086d1c098b4569,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-satellite-pro-a40-c-183.html,1.75 kg,Oui,Non,802.11 b/g/n/ac,Toshiba,4.0  (LE),8 Go - DDR3L(1600 MHz),-,2.0 MPx,Non,-,Non,Non,112 ppp,Non,Non,Non,Non,Internet Explorer,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Oui,Oui,Oui,2 x 2.3 à 2.8 GHz,340.1 x 244.1 x 23.8 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Non,-,Oui,Windows 7 Professionnel,Oui,,4 cel.,Plastique,Licence Windows 10 Pro Manuel d'utilisateur Toshiba Chargeur secteur,8h00,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,100 / 1000 Mbps,Non,4500 mAh,-,Oui,Oui,3 x USB 3.0 / Charging,HDMI 1.4,Non,Oui,Oui,Oui,Intel HD Graphics 520300 - 1000 MHz,,McAfee LiveSafe Microsoft Office 365 (1 mois) Toshiba Eco Utility Toshiba PC Health Monitor,"14.0"" (35,56 cm)",Non,Noir,Non,Oui,Non,-,256 Go (SSD),Non,1366 x 768 pixels,"1 089,00€",Non,29/06/2016,Oui,Oui,Non,PS461E-0JX00NFR
product_5773c5b30a086de1058b456b,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-satellite-pro-a40-c-143.html,1.75 kg,Oui,Non,802.11 b/g/n/ac,Toshiba,4.0  (LE),4 Go - DDR3L(1600 MHz),-,2.0 MPx,Non,-,Non,Non,112 ppp,Non,Non,Non,Non,Internet Explorer,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Oui,Oui,Oui,2 x 2.3 à 2.8 GHz,340.1 x 244.1 x 23.8 mm,220 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Non,-,Oui,Windows 7 Professionnel,Oui,,4 cel.,Plastique,Licence Windows 10 Pro Manuel d'utilisateur Toshiba Chargeur secteur,8h00,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,100 / 1000 Mbps,Non,4500 mAh,-,Oui,Oui,3 x USB 3.0 / Charging,HDMI 1.4,Non,Oui,Oui,Oui,Intel HD Graphics 520300 - 1000 MHz,,McAfee LiveSafe Microsoft Office 365 (1 mois) Toshiba Eco Utility Toshiba PC Health Monitor,"14.0"" (35,56 cm)",Non,Noir,Non,Oui,Non,-,500 Go (7200 tr/min),Non,1366 x 768 pixels,"949,00€",Non,29/06/2016,Oui,Oui,Non,PS461E-03D00NFR
